,Unnamed: 0,address,chinese_company_name,company_name,district,email,fax,placement_type,telephone,valid_license
1051,1051,"Room 95, 1st floor, Block 1, South Seas Centre, 75 Mody Road, Tsim Sha Tsui, Kowloon",None,Powerman Employment Limited,Yau Tsim Mong District,powerman.meifoo@gmail.com,None,"Local Domestic Helpers, Foreign Domestic Helpers",63787969,2015
1052,1052,"Unit 1213, 12th floor, Delta House, 3 On Yiu Street, Sha Tin, New Territories",None,Prelation Consultancy Limited,None,None,None,Office Staff / Executive Search,None,2016
1053,1053,"Room E, 5th floor, Lucky Plaza, 315-321 Lockhart Road, Wan Chai, Hong Kong",None,Premier Asia Consulting Limited,Wan Chai District,tleung@premierasia.com.hk,25202859,Office Staff / Executive Search,25205892,2003
1054,1054,"Shop F03, 1st floor, Cathay 88, 125 Wan Chai Road, Wan Chai, Hong Kong",None,Premier Port Group Limited,Wan Chai District,premierport1207@gmail.com,35996059,"Local Domestic Helpers, Foreign Domestic Helpers",51135555,2017
1055,1055,"Room 702, 7th floor, Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan, Hong Kong",None,Premium Partner Limited,None,None,None,Office Staff / Executive Search,None,2014
1056,1056,"Unit 3, 26th floor, Peninsula Tower, 538 Castle Peak Road, Cheung Sha Wan, Kowloon",None,Prestige Management Services (HK) Limited,Sham Shui Po District,None,21161667,Foreign Domestic Helpers,21161669,2014
1057,1057,"Flat E, 8th floor, East South Building, 475-481 Hennessy Road, Causeway Bay, Hong Kong",None,Prima Success Services Company,Wan Chai District,certainbest777@yahoo.com.hk,28937978,Foreign Domestic Helpers,28939989,2008
1058,1058,"Level 12, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan, Hong Kong",None,ProPosition Hong Kong Limited,Central and Western District,c.villafrancasoissons@propositionms.com,37963000,Office Staff / Executive Search,37967136,2016
1059,1059,"Unit 1704-1705, 17th floor, Universal Trade Centre, 3 Arbuthnot Road, Central, Hong Kong",None,Proco Global (HK) Limited,Central and Western District,krystle.edwards@procoglobal.com,None,Office Staff / Executive Search,29701008,2011
1060,1060,"Unit 6A, 4th floor, Tower 1, South Seas Centre, 75 Mody Road, Tsim Sha Tsui, Kowloon",None,Progression International Limited,None,None,None,Office Staff / Executive Search,None,2014
1061,1061,"9th floor, Amtel Building, 148 Des Voeux Road Central, Central, Hong Kong",None,Prosper Partners (Asia) Consulting Limited,Central and Western District,chris@prosper.partners,None,Office Staff / Executive Search,90817837,2017
1062,1062,"Room 1104, 11th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong",None,Psaximo Limited,Central and Western District,angela.lee@psaximo.hk,None,Office Staff / Executive Search,61706948,2017
1063,1063,"Shop 67, Upper Ground floor, Tsuen Wan Garden Shopping Arcade, Tsuen Wan, New Territories",None,QUEENSMAID EMPLOYMENT AGENCY,Tsuen Wan District,queensmaid_hk@yahoo.com,None,"Local Domestic Helpers, Foreign Domestic Helpers",92382962,2018
1064,1064,"23rd floor, 299 QRC, 287-299 Queen's Road Central, Hong Kong",None,Quality Services (HK) Limited,Central and Western District,jsn1227@gmail.com,None,Local Domestic Helpers,37033250,2018
1065,1065,"14th floor, Manning House, 38-48 Queen's Road Central, Central, Hong Kong",None,RAINTREE PARTNERSHIP LIMITED,Central and Western District,ne@1raintree.com,,Office Staff / Executive Search,54418087,2015
1066,1066,"Unit B, 21st floor, Arts Building, 36 Robinson Road, Central, Hong Kong",None,RC Consulting,Central and Western District,rcguwapo@yahoo.com,None,Office Staff / Executive Search,94682787,2012
1067,1067,"Room 501, 5th floor, Prosperous Building, 48 Des Voeux Road Central, Central, Hong Kong",None,RCP Search Limited,Central and Western District,RICHARD@RCPSEARCH.COM,None,Office Staff / Executive Search,98507541,2019
1068,1068,"Room 1901, 19th floor, Hong Kong Trade Centre, 161-167 Des Voeux Road Central, Central, Hong Kong",None,REACH MANAGEMENT SERVICES LIMITED,Central and Western District,ron@reachmanagement.com.au,22932344,"Office Staff / Executive Search, Other Non-office Worker",22932383,2009
1069,1069,"Room 907, 9th floor, 655 Nathan Road, Mong Kok, Kowloon",None,READY MAID EMPLOYMENT AGENCY,Yau Tsim Mong District,readymaidemployment@gmail.com,23652209,Foreign Domestic Helpers,51114157,2013
1070,1070,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong",None,REAL MCCOY LIMITED,Wan Chai District,hr@realmccoy.com.hk,25684999,Office Staff / Executive Search,64642826,2015
1071,1071,"Suite 1006, 10th floor, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",None,RECRUITFIRST LIMITED,Wan Chai District,contactus@recruitfirst.com.hk,36187633,Office Staff / Executive Search,37023818,2016
1072,1072,"Suite 1008, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",None,RECRUITFIRST LIMITED,Wan Chai District,avielsim@recruitfirst.com.hk,36187633,Office Staff / Executive Search,37023828,2018
1073,1073,"9th floor, Shun Ho Tower, 24-30 Ice House Street, Central, Hong Kong",None,REDPATH PARTNERS LIMITED,Central and Western District,emily@redpathpartners.com,None,Office Staff / Executive Search,37962501,2016
1074,1074,"Room 1505, 15th floor, Shing Lee Commercial Building, 8 Wing Kut Street, Central, Hong Kong",None,RENRUI EDUCATION (HONG KONG) LIMITED,Central and Western District,karislam@tohocpa.com.hk,31060769,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",21153111,2019
1075,1075,"House 7, Uk Tau Village, DD 289 Lot 973, Sai Kung, New Territories",None,RENT-A-MUM,None,None,None,Local Domestic Helpers,None,1998
1076,1076,"Unit 2001, 20th floor, Nexxus Building, 41 Connaught Road Central, Central, Hong Kong",None,RESOURCE SOLUTIONS RPO,Central and Western District,sarina.yong@robertwalters.com.hk,21035301,Office Staff / Executive Search,21035300,2012
1077,1077,"Room 501, 5th floor, Chung Ying Building, 20 Connaught Road West, Sheung Wan, Hong Kong",None,RETAC (ASIA) LIMITED,Central and Western District,andrewjones@retac-asia.com,34169600,"Office Staff / Executive Search, Imported Worker",34169888,2009
1078,1078,"Room 903, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,RGF HR Agent Hong Kong Limited,Yau Tsim Mong District,elly.yeung@rgf-hragent.asia,25372583,Office Staff / Executive Search,25372557,2010
1079,1079,"Flat C, 8th floor, King Palace Plaza, 55 King Yip Street, Kwun Tong, Kowloon",None,RJM & Associates Limited,Kwun Tong District,rjmaguire@rjm-associates.com,None,Office Staff / Executive Search,68078344,2019
1080,1080,"Level 7, Nan Fung Tower, 88 Connaught Road Central, Central, Hong Kong",None,ROD AND STAFF RECRUITMENT GROUP (HONG KONG) LIMITED,Central and Western District,john@rasrecruitment.com,34783880,Office Staff / Executive Search,34783833,2017
1081,1081,"Suite 116, 11th floor, Somptueux Central, 52-54 Wellington Street, Central, Hong Kong",None,ROPNER FREDRIKS LIMITED,Central and Western District,angus@ropnerfredriks.com,None,Office Staff / Executive Search,37520640,2016
1082,1082,"21st floor, Ginza Plaza, 2A-2H Sai Yeung Choi Street South, Mong Kok, Kowloon",None,RP International Resources Limited,Yau Tsim Mong District,None,38965100,Office Staff / Executive Search,39749500,2010
1083,1083,"Flat 104, 1st floor, 104 Woosung Street, Yau Ma Tei, Kowloon",None,RRAJS Consultant Limited,Yau Tsim Mong District,rrajshk@gmail.com,34892328,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker",34883938,2015
1084,1084,"Flat A, 38th floor, Block 8, The Hermitage, 1 Hoi Wang Road, Tai Kok Tsui, Kowloon",None,RSAP International Limited,Yau Tsim Mong District,adrian.macompany@gmail.com,None,Office Staff / Executive Search,55777969,2017
1085,1085,"Room 303, 3rd floor, Golden Gate Commercial Building, 136-138 Austin Road, Tsim Sha Tsui, Kowloon",None,RU3 TALENT ACQUISITION SPECIALIST,Yau Tsim Mong District,karenchan.6778@gmail.com,30078919,Office Staff / Executive Search,82021299,2019
1086,1086,"Room 2903, 29th floor, Hysan Place, 500 Hennessy Road, Causeway Bay, Hong Kong",None,Randstad Hong Kong Limited,Wan Chai District,cherry.lei@randstad.com.hk,None,Office Staff / Executive Search,None,2010
1087,1087,"Level 7, K11 Atelier Victoria Dockside, 18 Salisbury Road, Tsim Sha Tsui, Kowloon",None,Recolo Limited,Yau Tsim Mong District,info@myrecolo.com,39059711,Office Staff / Executive Search,29712971,2009
1088,1088,"14th floor, China Hong Kong Tower, 8 Hennessy Road, Wan Chai, Hong Kong",None,Recruit Bamboo,Wan Chai District,info@recruitbamboo.com,,Office Staff / Executive Search,37017001,2015
1089,1089,"Suite 3608, 36th floor, Tower 6, The Gateway, Harbour City, 9 Canton Road, Tsim Sha Tsui, Kowloon",None,Recruit Legal Hong Kong,Yau Tsim Mong District,hongkong@recruit-legal.com,21690229,Office Staff / Executive Search,21690029,2007
1090,1090,"Unit 2302, 23rd floor, New World Tower I, 18 Queen's Road Central, Central, Hong Kong",None,Recruit Magnet Limited,Central and Western District,info@recruitmagnetgroup.com,None,Office Staff / Executive Search,None,2017
1091,1091,"Room 902, Centre Point, 181-185 Gloucester Road, Wan Chai, Hong Kong",None,Regent Executive Search,Wan Chai District,polly.choi@regentgroup.com.hk,28383187,Office Staff / Executive Search,28912010,2017
1092,1092,"3rd floor, 13 Northcote Close, Pok Fu Lam, Hong Kong",None,Repute Agency,None,None,None,Office Staff / Executive Search,None,2013
1093,1093,"11th floor, BOC Group Life Assurance Tower, 134-136 Des Voeux Road Central, Central, Hong Kong",None,Resolve IT Services Limited,Central and Western District,chris.croft@resolveit.global,None,Office Staff / Executive Search,69719903,2019
1094,1094,"Level 16, The Hong Kong Club Building, 3A Chater Road, Central, Hong Kong",None,Resources Explorer Limited,Central and Western District,pchong@resourcesexplorer.com,82008567,Office Staff / Executive Search,82008568,2004
1095,1095,"Unit 21-003, 21st floor, LKF Tower, 33 Wyndham Street, Central, Hong Kong",None,Richard Michael Kelly Recruitment Limited,Central and Western District,richard.kelly@rmkresourcing.com,None,"Office Staff / Executive Search, Other Non-office Worker",91697736,2019
1096,1096,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong",None,Riley Partners,Wan Chai District,gary.kaleung.chan@gmail.com,None,Office Staff / Executive Search,98380771,2017
1097,1097,"Unit 602, 6th floor, Silvercord Tower 1, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,Rise Asia,Yau Tsim Mong District,recruitment@rise-asia.com,None,Office Staff / Executive Search,21267610,2019
1098,1098,"9th floor, Nexxus Building, 41 Connaught Road Central, Central, Hong Kong",None,Robert Half International,Central and Western District,hongkong@roberthalf.com.hk,36537366,Office Staff / Executive Search,36537300,2006
1099,1099,"Unit 33-3, Level 2, Tai Po Plaza, 1 On Tai Road, Tai Po, New Territories",None,Romy Employment Services,Tai Po District,masma@netvigator.com,26532397,Foreign Domestic Helpers,26533603,2001
1100,1100,"Room 905, 9th floor, Tai Tung Building, 8 Fleming Road, Wanchai, Hong Kong",None,Ruike Consultancy Asia Limited,Wan Chai District,viola.z@ruikezixun.com,None,Office Staff / Executive Search,31690025,2017
1101,1101,"Room A, 6th floor, Kamwa Building, 382-388 Des Voeux Road West, Shek Tong Tsui, Hong Kong",S & L 僱傭公司,S & L EMPLOYMENT AGENCY,Sham Shui Po District,sandlmaid@yahoo.com.hk,21540054,Foreign Domestic Helpers,21541154,2014
1102,1102,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,S.R. SEARCH,Central and Western District,elaineso@thesrgroup.com,29736377,Office Staff / Executive Search,30089095,2013
1103,1103,"Unit 4, 5th floor, Sing Shun Centre, 495 Castle Peak Road, Lai Chi Kok, Kowloon",None,SAC Talent Partners Limited,Sham Shui Po District,vincent.sin@sac-tp.com,,Office Staff / Executive Search,98408357,2019
1104,1104,"Room 601A, 6th floor, Cameron Commercial Centre, 458-468 Hennessy Road, Causeway Bay, Hong Kong",None,SACRED HEART INTERNATIONAL CONSULTANTS,Wan Chai District,None,28322036,Foreign Domestic Helpers,28348886,1998
1105,1105,"Room 1106, 11th floor, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, Hong Kong",None,SAG CONSULTANT & TRADING CO.,Central and Western District,sleung33@hotmail.com,24811368,"Foreign Domestic Helpers, Office Staff / Executive Search",24811368,2019
1106,1106,"Shop 20, Ground floor, Fook Sing Court, 378 Queen's Road Central, Sheung Wan, Hong Kong",None,SAIKO HONG,None,None,35292450,Foreign Domestic Helpers,35292448,2017
1107,1107,"Level 19, Two International Finance Centre, 8 Finance Street, Central, Hong Kong",None,SARATOGA HILL LIMITED,Central and Western District,INFO@SARATOGAHILL.COM,None,Office Staff / Executive Search,22511678,2018
1108,1108,"Flat G, 16th floor, Windsor Mansion, 29-31 Chatham Road South, Tsim Sha Tsui, Kowloon",None,SATOSHI CREATIONS COMPANY,Yau Tsim Mong District,satoshicoltd@gmail.com,None,"Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker, Other Non-office Worker",53031806,2019
1109,1109,"Room 1002, 10th floor, The Workstation, 43 Lyndhurst Terrace, Central, Hong Kong",None,SAVVY LIMITED,Central and Western District,juliet@savvycreativeglobal.com,None,Office Staff / Executive Search,96175286,2009
1110,1110,"Level 8, Tower II, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,SCARLETT CONSULTING LIMITED,Central and Western District,schan@scarlettcon.com,39738500,Office Staff / Executive Search,97820905,2018
1111,1111,"Suite 137, 13th floor, Somptueux Central, 52 Wellington Street, Central, Hong Kong",None,SD LEGAL LIMITED,Central and Western District,nathan.smith@sdlegal-asia.com,37520662,Office Staff / Executive Search,37520529,2018
1112,1112,"Flat D, 11th floor, Causeway Tower, 16-22 Causeway Road, Causeway Bay, Hong Kong",None,SEBASTIAN,Wan Chai District,info@sebastian.com.hk,None,"Local Domestic Helpers, Foreign Domestic Helpers",35868811,2019
1113,1113,"Suite 18, 3rd floor, Great Eagle Centre, 23 Harbour Road, Wan Chai, Hong Kong",None,SIGNIUM GREATER CHINA LIMITED,Wan Chai District,messina.cheng@signiumchina.com,28272011,Office Staff / Executive Search,28683882,2014
1114,1114,"Room 9, Unit 1701-1704, 17th floor, CRE Centre, 889 Cheung Sha Wan Road, Sham Shui Po, Kowloon",None,SILENUS (HONG KONG) LIMITED,Sham Shui Po District,bennyho@silenus.com.hk,None,Office Staff / Executive Search,21856311,2015
1115,1115,"Flat B, 20th floor, Chung Hing Commercial Building, 62-63 Connaught Road Central, Central, Hong Kong",None,SIRIUS Partners Limited,Central and Western District,h.tam@sirius-partners.com,28153404,Office Staff / Executive Search,28153408,2010
1116,1116,"Level 8, Tower II, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,SIX DEGREES HOSPITALITY SEARCH LIMITED,Central and Western District,None,39738500,Office Staff / Executive Search,39735927,2016
1117,1117,"Room 517, 4th floor, Lee Garden Three, 1 Sunning Road, Causeway Bay, Hong Kong",None,SOCIUS CONSULTING LIMITED,Wan Chai District,barbara.yeung@socius-consulting.com,None,Office Staff / Executive Search,28712366,2012
1118,1118,"Flat E, 14th floor, Kim Tak Building, 328-342A Nathan Road, Jordan, Kowloon",None,SOLO EMPLOYMENT AGENCY,Yau Tsim Mong District,soloemploymentagency@gmail.com,None,Foreign Domestic Helpers,97688639,2017
1119,1119,"5th floor, Spaces Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",None,SPACE EXECUTIVE PTE LIMITED,Central and Western District,info@space-exec.com,None,Office Staff / Executive Search,98461765,2018
1120,1120,"Room 2410, 24th floor, Ho King Commercial Centre, 2-16 Fa Yuen Street, Mong Kok, Kowloon",None,SPEAKE & CL SERVICE COMPANY,Yau Tsim Mong District,info@speakeclservice.com,None,Foreign Domestic Helpers,35211618,2017
1121,1121,"17th floor, Tower 5, The Gateway, Harbour City, 21 Canton Road, Tsim Sha Tsui, Kowloon",None,SPIRIT RECRUITMENT AGENCY LIMITED,Yau Tsim Mong District,pru.carsonchan@gmail.com,None,Office Staff / Executive Search,62200125,2019
1122,1122,"Room 1001-1003, 10th floor, Blissful Building, 243-247 Des Voeux Road Central, Central, Hong Kong",None,SPRINGER PROFESSIONAL GROUP LIMITED,Central and Western District,hk@springerpg.com,21141482,Office Staff / Executive Search,21142625,2012
1123,1123,"Room 1403, 14th floor, China Hong Kong Tower, 8 Hennessy Road, Wan Chai, Hong Kong",None,SPS INTERNATIONAL,Wan Chai District,eilisedavies@sps-ich.com,None,Office Staff / Executive Search,58032871,2014
1124,1124,"Room 1107, 11th floor, Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",None,ST Partnership Limited,Central and Western District,marco@stpartnership.co,,Office Staff / Executive Search,36535503/92232216,2019
1125,1125,"Workshop B, 11th floor, Ford Glory Plaza, 37-39 Wing Hong Street, Cheung Sha Wan, Kowloon",None,STANDARD-GURKHAS HUMAN RESOURCES LIMITED,Sham Shui Po District,info@gurkhasgroup.com,2770 9441,"Local Domestic Helpers, Foreign Domestic Helpers, Other Non-office Worker",2770 9795/ 3595 6504,2016
1126,1126,"Room 608, 6th floor, Laford Centre, 838 Lai Chi Kok Road, Cheung Sha Wan, Kowloon",None,STANFORD RESOURCING ASIA LIMITED,Sham Shui Po District,mpark@standordresourcing.com,,Office Staff / Executive Search,23741211,2012
1127,1127,"Room 1203-4, 12th floor, Chinachem Hollywood Centre, 1-13 Hollywood Road, Central, Hong Kong",None,STANTON HOUSE LIMITED,Central and Western District,None,None,Office Staff / Executive Search,39550333,2011
1128,1128,"Unit 1717, 17th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon",None,STARDUST EMPLOYMENT CONSULTANT,Yau Tsim Mong District,stardust.employment.co@gmail.com,39137975,Foreign Domestic Helpers,21274558,2019
1129,1129,"2nd floor, Cameron Commercial Centre, 458-468 Hennessy Road, Causeway Bay, Hong Kong",None,STL TRADING HONGKONG CO. LIMITED,Wan Chai District,sunshine1020ab@stl-tradinghk.com,27118010,Office Staff / Executive Search,27211800,2010
1130,1130,"Office 25-015, 25th floor, LKF Tower, 33 Wyndham Street, Central, Hong Kong",None,STRACHAN CLARK LIMITED,Central and Western District,n.strachan@strachanclark.com,None,Office Staff / Executive Search,66255702,2017
1131,1131,"2nd floor, Dah Sing Life Building, 99-105 Des Voeux Road Central, Central, Hong Kong",None,STREAMLINE CONSULTANCY LIMITED,None,None,None,Office Staff / Executive Search,22875031,2014
1132,1132,"7th floor, Grand Millennium Plaza, 181 Queen's Road Central, Central, Hong Kong",None,SUITS RECRUITMENT LIMITED,Central and Western District,admin@suitsrecruitmenthk.com,None,Office Staff / Executive Search,35116102,2018
1133,1133,"SH20, 6th floor, Sze Hing Industrial Building, 37 Lee Chung Street, Chai Wan, Hong Kong",None,SUMMIT 33 Limited,Eastern District,info@summit33.com,None,Office Staff / Executive Search,55959594,2019
1134,1134,"Room 2214, 22nd floor, Mira Place Tower A, 132 Nathan Road, Tsim Sha Tsui, Kowloon",None,SUN JOB CONSULTANTS LIMITED,Yau Tsim Mong District,None,None,Office Staff / Executive Search,None,2010
1135,1135,"Room 1003, 10th floor, China Insurance Group Building, 141 Des Voeux Road Central, Central, Hong Kong",None,SUNTEK ENTERPRISE LIMITED,None,info@suntek-ltd.com,31102092,"Local Domestic Helpers, Foreign Domestic Helpers, Other Non-office Worker",25423133,2001
1136,1136,"Shop C35A, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon",None,SUNTEL ENTERPRISES,Kowloon City District,suntelenterprises@gmail.com,26739277,Foreign Domestic Helpers,26739288,2017
1137,1137,"Room 2403, 24th floor, Tung Wai Commercial Building, 109-111 Gloucester Road, Wan Chai, Hong Kong",None,SUNVI CONSULTANTS LIMITED,None,None,None,Office Staff / Executive Search,None,2016
1138,1138,"50 Yau Pok Road, Yuen Long, New Territories",None,SURGE INTERNATIONAL LIMITED,Yuen Long District,None,None,Office Staff / Executive Search,None,2018
1139,1139,"Room 407, 4th floor, Lu Plaza, 2-4 Wing Yip Street, Kwun Tong, Kowloon",None,SWING CONSULTING LIMITED,Kwun Tong District,admin@swing-hk.com,34262763,Office Staff / Executive Search,21800950,2009
1140,1140,"Room 3208, 32nd floor, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",None,Salomon Excel,None,None,None,Office Staff / Executive Search,None,2002
1141,1141,"2nd floor, 33-35 Hillier Street, Sheung Wan, Hong Kong",None,Salt Talent Search HK Limited,Central and Western District,rong@welovesalt.com,,Office Staff / Executive Search,55011491,2017
1142,1142,"Room 907-908, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,Sapphire Search Limited,Yau Tsim Mong District,scheng@sapphire-search.com,None,Other Non-office Worker,None,2014
1143,1143,"5th floor, Yardley Commercial Building, 1-6 Connaught Road West, Sheung Wan, Hong Kong",None,Sara Beattie Appointments Limited,Central and Western District,careers@sarabeattie.com,28274630,Office Staff / Executive Search,25079360,1991
1144,1144,"Unit 701, 7th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,Scentise (Hong Kong) Limited,Yau Tsim Mong District,info@scentise.com,30078354,Office Staff / Executive Search,31732700,2011
1145,1145,"27th floor, Bonham Circus, 40 Bonham Strand, Sheung Wan, Hong Kong",None,Seamatch Asia Limited,Central and Western District,cathy.chan@seamatch.com,30071947,Office Staff / Executive Search,21113772,2004
1146,1146,"Room B, 27th floor, Bonham Circus, 40 Bonham Strand, Sheung Wan, Hong Kong",None,Seamatch Asia Limited,Central and Western District,cathy.chan@seamatch.com,30071947,"Office Staff / Executive Search, Other Non-office Worker",21113772,2011
1147,1147,"Room 218, 2nd floor, Liven House, 61-63 King Yip Street, Kwun Tong, Kowloon",None,Search & Select International Limited,Kwun Tong District,info@searchselect.net,31050686,Office Staff / Executive Search,31068234,2002
1148,1148,"Room 4A, 5th floor, Hung To Centre, 94-96 How Ming Street, Kwun Tong, Kowloon",None,Searchworld Hong Kong Company Limited,Kwun Tong District,Thomas.chiu@searchworldhk.com,None,Office Staff / Executive Search,66825025,2019
1149,1149,"Room E, 1st floor, Kam Kin Mansion, 125 Caine Road, Mid-Levels, Hong Kong",None,Segue Partners Limited,None,None,None,Office Staff / Executive Search,None,2014
1150,1150,"Room 5, Level 4, Energy Plaza, 92 Granville Road, Tsim Sha Tsui East, Kowloon",None,Selective Executive Search HK Limited,None,None,None,Office Staff / Executive Search,None,2010
1151,1151,"Room 2003, 20th floor, Tower I, Lippo Centre, 89 Queensway, Central, Hong Kong",None,Sheffield Haworth (Asia) Limited,Central and Western District,ngoi@sheffieldhaworth.com,21101233,Office Staff / Executive Search,21101234,2006
1152,1152,"27th floor, World Wide House, 19 Des Voeux Road Central, Central, Hong Kong",None,Shilton Sharpe Quarry Hong Kong Limited,None,None,None,Office Staff / Executive Search,None,2012
1153,1153,"Room 2512, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon",None,Silicon Valley Associates Recruitment (Hong Kong) Limited,Yau Tsim Mong District,VAHID.HAGHZARE@SVARECRUITMENT.COM,None,"Office Staff / Executive Search, Other Non-office Worker",67006472,2019
1154,1154,"Room 13, 48th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon",None,Six People Map Consultancy Limited,Yau Tsim Mong District,toddwong@sixpeoplemap.com,None,Office Staff / Executive Search,21513009,2014
1155,1155,"Room D1, 3rd floor, New Media Tower, 82 Hung To Road, Kwun Tong, Kowloon",None,SmartPlus Consulting Limited,Kwun Tong District,contact@smartplus-hk.com,None,Office Staff / Executive Search,28618733,2018
1156,1156,"Suite 6630, 66th floor, The Center, 99 Queen's Road Central, Central, Hong Kong",None,Solomann Asia Pacific Limited,Central and Western District,inquiry@solomann.com,21229295,Office Staff / Executive Search,21229293,2004
1157,1157,"Unit 1020, 10th floor, Tower B, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui, Kowloon",None,Sophie Link Consulting Limited,Yau Tsim Mong District,sl@sopielink.com.hk,None,Office Staff / Executive Search,37073164,2018
1158,1158,"Suites 1601-1603, 16th floor, Kinwick Centre, 32 Hollywood Road, Central, Hong Kong",None,Sovereign Business Solutions Limited,Central and Western District,HK@sovereigngroup.com,25450550,Office Staff / Executive Search,25421177,2018
1159,1159,"Room 3203-07, 32nd floor, Sunlight Tower, 248 Queen's Road East, Wan Chai, Hong Kong",None,Spencer Ogden (Hong Kong) Limited,Wan Chai District,hongkong@spencer-ogden.com,58192351,Office Staff / Executive Search,22453350,2013
1160,1160,"Suite 1701-4, 17th floor, Man Yee Building, 68 Des Voeux Road Central, Central, Hong Kong",None,Spencer Stuart and Associates (Hong Kong) Limited,Central and Western District,None,None,Office Staff / Executive Search,None,1994
1161,1161,"Room 1801, 18th floor, Iuki Tower, 5 O'Brien Road, Wan Chai, Hong Kong",None,Spidernet Recruitment Services,Wan Chai District,ben@spidernetrs.com.hk,21551068,Office Staff / Executive Search,21552230,2007
1162,1162,"Unit 120, 45th floor, Lee Garden One, 33 Hysan Avenue, Causeway Bay, Hong Kong",None,Spring Professional (Hong Kong) Limited,Wan Chai District,Kenneth.Koo@springasia.com,28028089,"Office Staff / Executive Search, Imported Worker",36516513,2013
1163,1163,"Room 406B, 4th floor, Mirror Tower, 61 Mody Road, Tsim Sha Tsui East, Kowloon",None,SquareT Limited,Yau Tsim Mong District,squaret.10@outlook.com,None,"Office Staff / Executive Search, Other Non-office Worker",69776512,2014
1164,1164,"15th floor, Soundwill Plaza II - Midtown, 1-29 Tang Lung Street, Causeway Bay, Hong Kong",None,Stanton Chase International,Wan Chai District,w.karkabi@stantonchase.com,None,Office Staff / Executive Search,25266319,2007
1165,1165,"21st floor, Pearl Oriental House, 60 Stanley Street, Central, Hong Kong",None,Star Anise Limited,Central and Western District,office@staranise.com.hk,None,"Office Staff / Executive Search, Other Non-office Worker",34603531,2010
1166,1166,"Room 9038, Block B, 9th floor, Chung Mei Centre, 15-17 Hing Yip Street, Kwun Tong, Kowloon",None,Step Forward Consultancy Limited,Kwun Tong District,roychan@stepforward.com.hk,None,Office Staff / Executive Search,65702620,2018
1167,1167,"Room 701, 7th floor, Fa Yuen Commercial Building, 75-77 Fa Yuen Street, Mong Kok, Kowloon",None,Step Up HK Limited,Yau Tsim Mong District,brenda@stepup.com.hk,21793428,Office Staff / Executive Search,21793328,2016
1168,1168,"18th floor, 128 Wellington Street, Central, Hong Kong",None,Steven Mok & Associates Limited,Central and Western District,stevemok@smahkg.com,,Office Staff / Executive Search,25110228,2003
1169,1169,"Room 601, 6th floor, Yue Xiu Building, 160-174 Lockhart Road, Wan Chai, Hong Kong",None,Strategic Associates ( HK ) Limited,Wan Chai District,raycheung@strategicassociates.com.sg,28505306,Office Staff / Executive Search,28513373,2018
1170,1170,"Shop 6, UG floor, Soho West Serviced Office, 76-82 Castle Peak Road, Sham Shui Po, Kowloon",None,Suitable & Joyful Employment Agency,Sham Shui Po District,sjeahk@gmail.com,None,"Local Domestic Helpers, Foreign Domestic Helpers, Other Non-office Worker",97507476/96684220,2019
1171,1171,"Room B, 21st floor, Unionway Commercial Centre, 283 Queen's Road Central, Sheung Wan, Hong Kong",None,Super Search International Limited,Central and Western District,email@supersearch.com.hk,21229410,Office Staff / Executive Search,21807633,2005
1172,1172,"Unit 2302, 23rd floor, New World Tower I, 18 Queen's Road Central, Central, Hong Kong",None,Synergi 33 Asia,Central and Western District,hyien@synergiasia.com,None,Office Staff / Executive Search,35881793,2017
1173,1173,"Unit 503, Level 5, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",None,T & S Quantum Company Limited,Central and Western District,brenda@tsquantum.com,None,Office Staff / Executive Search,None,2004
